EL_WS2016: ELECTRONICS_BSC x 22
EL_SS2016: ELECTRONICS_BSC x 14
ME_WS2016: MECHANICAL_ENGINEERING_BSC x 84
ME_SS2016: MECHANICAL_ENGINEERING_BSC x 44
IE_WS2016: INDUSTRIAL_ENGINEERING_BSC x 31
IE_SS2016: INDUSTRIAL_ENGINEERING_BSC x 11
